1, 1320584929000, -73.73676, 43.17847, 77.00000, 0.00000, 7
1, 1320584939000, -73.73667, 43.17851, 78.30000, 0.00000, 3
1, 1320584945000, -73.73665, 43.17850, 75.50000, 0.00000, 3
1, 1320584949000, -73.73668, 43.17850, 76.90000, 0.25000, 3
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
1, 1320584956000, -73.73669, 43.17850, 76.60000, 0.00000, 2
